id,machine_id,timestamp,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,tool_wear_hours,target,failure_type
5404,M_L_26,2024-01-05 22:00:00+00,L,297.40,308.60,1635,30.50,159,110,0,No Failure
5405,M_L_26,2024-01-05 23:00:00+00,L,303.80,313.20,1531,39.40,159,111,0,No Failure
5406,M_L_26,2024-01-06 00:00:00+00,L,299.90,311.40,1596,28.90,160,112,0,No Failure
5407,M_L_26,2024-01-06 01:00:00+00,L,297.50,308.40,1528,39.90,160,113,0,No Failure
5408,M_L_26,2024-01-06 02:00:00+00,L,298.80,309.10,1513,40.30,160,114,0,No Failure
5409,M_L_26,2024-01-06 03:00:00+00,L,298.50,309.50,1480,38.10,160,115,0,No Failure
5410,M_L_26,2024-01-06 04:00:00+00,L,298.30,308.40,1528,37.30,160,116,0,No Failure
5411,M_L_26,2024-01-06 05:00:00+00,L,300.30,311.70,1545,43.50,160,117,0,Random Failures
5412,M_L_26,2024-01-06 06:00:00+00,L,298.80,309.70,1751,29.60,160,118,0,No Failure
5413,M_L_26,2024-01-06 07:00:00+00,L,302.60,310.80,1486,36.40,160,119,0,No Failure
5414,M_L_26,2024-01-06 08:00:00+00,L,300.40,311.70,1314,59.50,160,120,0,No Failure
5415,M_L_26,2024-01-06 09:00:00+00,L,302.60,311.60,1638,29.60,160,121,0,No Failure
5416,M_L_26,2024-01-06 10:00:00+00,L,300.70,310.40,1234,51.70,160,122,0,No Failure
5417,M_L_26,2024-01-06 11:00:00+00,L,301.50,310.50,1380,48.70,160,123,0,No Failure
5418,M_L_26,2024-01-06 12:00:00+00,L,302.90,312.40,1383,51.40,160,124,0,No Failure
5419,M_L_26,2024-01-06 13:00:00+00,L,297.80,308.30,1498,47.30,160,125,0,No Failure
5420,M_L_26,2024-01-06 14:00:00+00,L,299.90,311.30,1535,38.10,160,126,0,No Failure
5421,M_L_26,2024-01-06 15:00:00+00,L,296.50,307.20,1481,38.20,160,127,0,No Failure
5422,M_L_26,2024-01-06 16:00:00+00,L,303.60,312.60,1699,27.90,160,128,0,No Failure
5423,M_L_26,2024-01-06 17:00:00+00,L,298.50,308.00,1624,29.80,160,129,0,No Failure
5424,M_L_26,2024-01-06 18:00:00+00,L,301.70,310.90,1608,33.00,160,130,0,No Failure
5425,M_L_26,2024-01-06 19:00:00+00,L,300.30,311.10,1605,37.10,160,131,0,No Failure
5426,M_L_26,2024-01-06 20:00:00+00,L,299.60,309.00,1525,42.80,160,132,0,No Failure
5427,M_L_26,2024-01-06 21:00:00+00,L,298.90,310.20,1498,50.20,160,133,0,No Failure
5428,M_L_26,2024-01-06 22:00:00+00,L,299.20,310.30,1463,38.90,160,134,0,No Failure
5429,M_L_26,2024-01-06 23:00:00+00,L,299.60,309.20,1450,43.10,160,135,0,No Failure
5430,M_L_26,2024-01-07 00:00:00+00,L,298.40,308.60,1569,34.40,160,136,0,No Failure
5431,M_L_26,2024-01-07 01:00:00+00,L,300.70,310.20,1286,64.90,160,137,0,No Failure
5432,M_L_26,2024-01-07 02:00:00+00,L,298.70,309.50,1446,40.00,160,138,0,No Failure
5433,M_L_26,2024-01-07 03:00:00+00,L,298.30,309.10,1387,52.30,160,139,0,No Failure
5434,M_L_26,2024-01-07 04:00:00+00,L,300.20,311.60,1511,35.70,160,140,0,No Failure
5435,M_L_26,2024-01-07 05:00:00+00,L,301.10,309.60,1502,48.90,160,141,0,No Failure
5436,M_L_26,2024-01-07 06:00:00+00,L,300.10,309.70,1601,35.80,160,142,0,No Failure
5437,M_L_26,2024-01-07 07:00:00+00,L,301.50,310.90,1600,39.00,160,143,0,No Failure
5438,M_L_26,2024-01-07 08:00:00+00,L,303.70,312.70,1335,51.10,161,144,0,No Failure
5439,M_L_26,2024-01-07 09:00:00+00,L,298.90,310.30,1496,36.30,161,145,0,No Failure
5440,M_L_26,2024-01-07 10:00:00+00,L,297.40,308.60,1494,42.60,161,146,0,No Failure
5441,M_L_26,2024-01-07 11:00:00+00,L,302.20,310.60,1348,48.40,161,147,1,Heat Dissipation Failure
5442,M_L_26,2024-01-07 12:00:00+00,L,298.10,307.50,1391,57.40,161,148,0,No Failure
5443,M_L_26,2024-01-07 13:00:00+00,L,299.70,309.60,1359,50.70,161,149,0,No Failure
5444,M_L_26,2024-01-07 14:00:00+00,L,298.10,308.70,1683,29.10,161,150,0,No Failure
5445,M_L_26,2024-01-07 15:00:00+00,L,303.40,311.70,1793,25.80,161,151,0,No Failure
5446,M_L_26,2024-01-07 16:00:00+00,L,302.00,310.40,1895,23.20,161,152,0,No Failure
5447,M_L_26,2024-01-07 17:00:00+00,L,298.40,309.70,1530,38.60,161,153,0,No Failure
5448,M_L_26,2024-01-07 18:00:00+00,L,297.40,309.00,1833,22.60,161,154,0,No Failure
5449,M_L_26,2024-01-07 19:00:00+00,L,302.40,311.00,1610,33.10,161,155,0,No Failure
5450,M_L_26,2024-01-07 20:00:00+00,L,297.20,308.60,1500,37.10,161,156,0,No Failure
5451,M_L_26,2024-01-07 21:00:00+00,L,299.00,310.10,1444,47.70,161,157,0,No Failure
5452,M_L_26,2024-01-07 22:00:00+00,L,299.00,308.60,1734,32.40,161,158,0,No Failure
5453,M_L_26,2024-01-07 23:00:00+00,L,297.80,309.30,2015,20.10,161,159,0,No Failure
5454,M_L_26,2024-01-08 00:00:00+00,L,299.80,310.80,1553,32.20,161,160,0,No Failure
5455,M_L_26,2024-01-08 01:00:00+00,L,299.10,308.60,1611,31.40,161,161,0,No Failure
5456,M_L_26,2024-01-08 02:00:00+00,L,300.20,309.80,1506,41.80,161,162,0,No Failure
5457,M_L_26,2024-01-08 03:00:00+00,L,300.70,311.10,1688,30.70,161,163,0,No Failure
5458,M_L_26,2024-01-08 04:00:00+00,L,301.30,310.60,1966,22.60,161,164,0,No Failure
5459,M_L_26,2024-01-08 05:00:00+00,L,302.80,312.30,1764,29.90,162,165,0,No Failure
5460,M_L_26,2024-01-08 06:00:00+00,L,301.50,310.80,1593,34.50,162,166,0,No Failure
5461,M_L_26,2024-01-08 07:00:00+00,L,297.10,308.00,1348,58.00,162,167,0,No Failure
5462,M_L_26,2024-01-08 08:00:00+00,L,297.40,308.30,1571,37.70,162,168,0,No Failure
5463,M_L_26,2024-01-08 09:00:00+00,L,300.40,311.70,1460,39.60,162,169,0,No Failure
5464,M_L_26,2024-01-08 10:00:00+00,L,302.60,311.50,1609,36.00,162,170,0,No Failure
5465,M_L_27,2024-01-01 08:00:00+00,L,302.80,312.20,1515,36.80,162,0,0,No Failure
5466,M_L_27,2024-01-01 09:00:00+00,L,299.50,310.90,1496,38.50,162,1,0,No Failure
5467,M_L_27,2024-01-01 10:00:00+00,L,300.90,312.00,1533,44.00,162,2,0,No Failure
5468,M_L_27,2024-01-01 11:00:00+00,L,298.50,309.40,1364,44.50,162,3,0,No Failure
5469,M_L_27,2024-01-01 12:00:00+00,L,299.90,310.00,1447,45.90,162,4,0,No Failure
5470,M_L_27,2024-01-01 13:00:00+00,L,298.20,308.30,1230,59.60,162,5,0,No Failure
5471,M_L_27,2024-01-01 14:00:00+00,L,302.10,311.20,1492,45.00,162,6,0,No Failure
5472,M_L_27,2024-01-01 15:00:00+00,L,296.20,307.00,1414,48.30,162,7,0,No Failure
5473,M_L_27,2024-01-01 16:00:00+00,L,298.70,309.70,1510,40.60,162,8,0,No Failure
5474,M_L_27,2024-01-01 17:00:00+00,L,297.20,308.00,1474,43.70,162,9,0,No Failure
5475,M_L_27,2024-01-01 18:00:00+00,L,300.60,309.80,1629,37.60,162,10,0,No Failure
5476,M_L_27,2024-01-01 19:00:00+00,L,298.90,310.10,1587,30.20,162,11,0,No Failure
5477,M_L_27,2024-01-01 20:00:00+00,L,301.80,311.00,1771,27.20,162,12,0,No Failure
5478,M_L_27,2024-01-01 21:00:00+00,L,298.40,308.00,1526,41.10,162,13,0,No Failure
5479,M_L_27,2024-01-01 22:00:00+00,L,303.60,312.50,1431,49.00,162,14,0,No Failure
5480,M_L_27,2024-01-01 23:00:00+00,L,301.60,310.60,1562,34.40,162,15,0,No Failure
5481,M_L_27,2024-01-02 00:00:00+00,L,300.40,311.10,1487,37.40,162,16,0,No Failure
5482,M_L_27,2024-01-02 01:00:00+00,L,298.30,308.60,1584,29.30,162,17,0,No Failure
5483,M_L_27,2024-01-02 02:00:00+00,L,299.60,309.00,1378,51.90,162,18,0,No Failure
5484,M_L_27,2024-01-02 03:00:00+00,L,302.40,310.60,1445,40.30,162,19,0,No Failure
5485,M_L_27,2024-01-02 04:00:00+00,L,301.40,310.90,1414,38.80,162,20,0,No Failure
5486,M_L_27,2024-01-02 05:00:00+00,L,296.50,307.30,1501,42.10,162,21,0,No Failure
5487,M_L_27,2024-01-02 06:00:00+00,L,296.90,307.80,1425,49.10,163,22,0,No Failure
5488,M_L_27,2024-01-02 07:00:00+00,L,302.40,311.10,1565,42.80,163,23,0,No Failure
5489,M_L_27,2024-01-02 08:00:00+00,L,299.00,308.60,1378,47.80,163,24,0,No Failure
5490,M_L_27,2024-01-02 09:00:00+00,L,297.20,308.00,1869,25.40,163,25,0,No Failure
5491,M_L_27,2024-01-02 10:00:00+00,L,300.20,309.80,1401,49.30,163,26,0,No Failure
5492,M_L_27,2024-01-02 11:00:00+00,L,297.80,309.20,1683,30.90,163,27,0,No Failure
5493,M_L_27,2024-01-02 12:00:00+00,L,299.90,309.60,1280,59.30,163,28,0,No Failure
5494,M_L_27,2024-01-02 13:00:00+00,L,300.70,309.70,1507,52.40,163,29,0,No Failure
5495,M_L_27,2024-01-02 14:00:00+00,L,297.20,308.60,1924,22.10,163,30,0,No Failure
5496,M_L_27,2024-01-02 15:00:00+00,L,299.30,308.90,1376,60.30,163,31,0,No Failure
5497,M_L_27,2024-01-02 16:00:00+00,L,297.20,308.50,1518,44.30,163,32,0,No Failure
5498,M_L_27,2024-01-02 17:00:00+00,L,297.40,308.80,1651,34.10,163,33,0,No Failure
5499,M_L_27,2024-01-02 18:00:00+00,L,301.90,310.40,1884,23.40,163,34,0,No Failure
5500,M_L_27,2024-01-02 19:00:00+00,L,303.90,312.70,1789,24.40,163,35,0,No Failure
5501,M_L_27,2024-01-02 20:00:00+00,L,298.40,309.60,1710,27.30,163,36,1,No Failure
5502,M_L_27,2024-01-02 21:00:00+00,L,300.50,311.60,1528,42.40,163,37,0,No Failure
5503,M_L_27,2024-01-02 22:00:00+00,L,302.40,310.30,1374,51.20,163,38,1,Heat Dissipation Failure
5504,M_L_27,2024-01-02 23:00:00+00,L,300.70,311.10,2437,13.80,163,39,0,No Failure
5505,M_L_27,2024-01-03 00:00:00+00,L,300.40,311.20,1471,46.50,164,40,0,No Failure
5506,M_L_27,2024-01-03 01:00:00+00,L,301.70,311.00,1474,42.60,164,41,0,No Failure
5507,M_L_27,2024-01-03 02:00:00+00,L,302.40,310.20,1633,28.00,164,42,0,No Failure
5508,M_L_27,2024-01-03 03:00:00+00,L,297.50,308.70,1761,26.20,164,43,0,No Failure
5509,M_L_27,2024-01-03 04:00:00+00,L,302.70,312.20,1376,52.80,164,44,0,No Failure
5510,M_L_27,2024-01-03 05:00:00+00,L,300.80,312.00,1477,37.30,164,45,0,No Failure
5511,M_L_27,2024-01-03 06:00:00+00,L,298.50,309.40,1911,21.50,164,46,0,No Failure
5512,M_L_27,2024-01-03 07:00:00+00,L,299.60,310.90,1487,42.50,164,47,0,No Failure
5513,M_L_27,2024-01-03 08:00:00+00,L,302.10,310.10,1543,35.80,164,48,0,No Failure
5514,M_L_27,2024-01-03 09:00:00+00,L,300.90,310.70,1740,25.30,164,49,0,No Failure
5515,M_L_27,2024-01-03 10:00:00+00,L,302.30,311.00,1412,47.00,164,50,0,No Failure
5516,M_L_27,2024-01-03 11:00:00+00,L,297.40,308.30,1490,42.60,164,51,0,No Failure
5517,M_L_27,2024-01-03 12:00:00+00,L,298.20,308.20,1466,42.40,164,52,0,No Failure
5518,M_L_27,2024-01-03 13:00:00+00,L,297.20,307.90,1540,37.10,164,53,0,No Failure
5519,M_L_27,2024-01-03 14:00:00+00,L,302.10,311.20,1369,50.80,164,54,0,No Failure
5520,M_L_27,2024-01-03 15:00:00+00,L,301.20,310.90,1597,37.90,164,55,0,No Failure
5521,M_L_27,2024-01-03 16:00:00+00,L,300.50,309.80,1939,21.40,164,56,0,No Failure
5522,M_L_27,2024-01-03 17:00:00+00,L,298.90,310.10,1473,42.60,164,57,0,No Failure
5523,M_L_27,2024-01-03 18:00:00+00,L,298.30,308.50,1362,53.80,164,58,0,No Failure
5524,M_L_27,2024-01-03 19:00:00+00,L,303.50,312.40,1390,47.30,164,59,0,No Failure
5525,M_L_27,2024-01-03 20:00:00+00,L,299.60,309.10,1369,51.40,164,60,0,No Failure
5526,M_L_27,2024-01-03 21:00:00+00,L,298.40,307.90,2381,14.20,164,61,0,No Failure
5527,M_L_27,2024-01-03 22:00:00+00,L,303.90,313.30,1526,40.70,164,62,0,No Failure
5528,M_L_27,2024-01-03 23:00:00+00,L,301.30,310.80,1390,57.40,164,63,0,No Failure
5529,M_L_27,2024-01-04 00:00:00+00,L,296.50,307.30,1566,37.20,164,64,0,No Failure
5530,M_L_27,2024-01-04 01:00:00+00,L,299.50,308.80,1965,20.40,164,65,0,No Failure
5531,M_L_27,2024-01-04 02:00:00+00,L,301.60,310.60,1391,49.40,164,66,0,No Failure
5532,M_L_27,2024-01-04 03:00:00+00,L,298.10,308.00,1697,31.00,164,67,0,No Failure
5533,M_L_27,2024-01-04 04:00:00+00,L,298.20,309.10,1429,48.50,164,68,0,No Failure
5534,M_L_27,2024-01-04 05:00:00+00,L,297.20,308.10,1446,38.50,164,69,0,No Failure
5535,M_L_27,2024-01-04 06:00:00+00,L,300.50,309.80,1445,43.90,164,70,0,No Failure
5536,M_L_27,2024-01-04 07:00:00+00,L,301.50,310.90,1469,44.70,164,71,0,No Failure
5537,M_L_27,2024-01-04 08:00:00+00,L,301.10,311.20,1564,37.00,165,72,0,No Failure
5538,M_L_27,2024-01-04 09:00:00+00,L,302.00,310.40,1450,46.60,165,73,0,No Failure
5539,M_L_27,2024-01-04 10:00:00+00,L,299.80,311.10,1300,64.20,165,74,0,No Failure
5540,M_L_27,2024-01-04 11:00:00+00,L,300.70,311.10,1478,46.80,165,75,0,No Failure
5541,M_L_27,2024-01-04 12:00:00+00,L,301.00,309.70,1491,42.90,165,76,0,No Failure
5542,M_L_27,2024-01-04 13:00:00+00,L,303.90,312.70,1602,33.90,165,77,0,No Failure
5543,M_L_27,2024-01-04 14:00:00+00,L,302.50,311.20,1545,40.10,165,78,0,No Failure
5544,M_L_27,2024-01-04 15:00:00+00,L,297.30,308.00,1527,35.10,165,79,0,No Failure
5545,M_L_27,2024-01-04 16:00:00+00,L,297.70,309.10,1435,38.80,165,80,0,No Failure
5546,M_L_27,2024-01-04 17:00:00+00,L,299.90,309.50,2008,20.40,165,81,0,No Failure
5547,M_L_27,2024-01-04 18:00:00+00,L,297.10,308.40,1529,40.40,165,82,0,No Failure
5548,M_L_27,2024-01-04 19:00:00+00,L,303.70,312.50,1462,46.20,165,83,0,No Failure
5549,M_L_27,2024-01-04 20:00:00+00,L,298.90,308.70,1504,41.80,165,84,0,No Failure
5550,M_L_27,2024-01-04 21:00:00+00,L,301.50,310.80,1382,52.40,165,85,0,No Failure
5551,M_L_27,2024-01-04 22:00:00+00,L,298.80,309.60,1523,41.90,165,86,0,No Failure
5552,M_L_27,2024-01-04 23:00:00+00,L,297.40,308.80,1529,41.30,165,87,0,No Failure
5553,M_L_27,2024-01-05 00:00:00+00,L,298.40,309.70,1518,39.80,165,88,0,No Failure
5554,M_L_27,2024-01-05 01:00:00+00,L,300.80,310.60,1384,52.90,165,89,0,No Failure
5555,M_L_27,2024-01-05 02:00:00+00,L,300.70,310.10,1351,46.90,165,90,0,No Failure
5556,M_L_27,2024-01-05 03:00:00+00,L,298.80,309.10,1378,54.40,165,91,0,No Failure
5557,M_L_27,2024-01-05 04:00:00+00,L,302.30,312.00,1354,52.20,165,92,0,No Failure
5558,M_L_27,2024-01-05 05:00:00+00,L,297.40,309.00,1583,32.00,166,93,0,No Failure
5559,M_L_27,2024-01-05 06:00:00+00,L,299.70,309.60,1321,53.40,166,94,0,No Failure
5560,M_L_27,2024-01-05 07:00:00+00,L,298.30,308.40,1329,49.20,166,95,0,No Failure
5561,M_L_27,2024-01-05 08:00:00+00,L,303.50,312.50,1380,46.10,166,96,0,No Failure
5562,M_L_27,2024-01-05 09:00:00+00,L,301.80,311.00,1322,53.00,166,97,0,No Failure
5563,M_L_27,2024-01-05 10:00:00+00,L,298.20,309.10,1568,36.30,166,98,0,No Failure
5564,M_L_27,2024-01-05 11:00:00+00,L,303.80,313.30,1406,52.10,166,99,0,No Failure
5565,M_L_27,2024-01-05 12:00:00+00,L,302.30,310.90,1377,46.80,166,100,1,Heat Dissipation Failure
5566,M_L_27,2024-01-05 13:00:00+00,L,302.40,310.20,1503,36.20,166,101,0,No Failure
5567,M_L_27,2024-01-05 14:00:00+00,L,299.80,310.90,1545,40.70,166,102,0,No Failure
5568,M_L_27,2024-01-05 15:00:00+00,L,300.90,312.10,1462,46.00,166,103,0,No Failure
5569,M_L_27,2024-01-05 16:00:00+00,L,299.60,310.90,1853,26.30,166,104,0,No Failure
5570,M_L_27,2024-01-05 17:00:00+00,L,298.90,310.00,1791,27.60,166,105,0,No Failure
5571,M_L_27,2024-01-05 18:00:00+00,L,299.60,309.10,1476,45.30,166,106,0,No Failure
5572,M_L_27,2024-01-05 19:00:00+00,L,303.40,311.70,1673,32.20,166,107,0,No Failure
5573,M_L_27,2024-01-05 20:00:00+00,L,298.20,308.00,1499,44.10,166,108,0,No Failure
5574,M_L_27,2024-01-05 21:00:00+00,L,298.90,310.20,1359,56.90,166,109,0,No Failure
5575,M_L_27,2024-01-05 22:00:00+00,L,301.30,310.60,1521,36.30,166,110,0,No Failure
5576,M_L_27,2024-01-05 23:00:00+00,L,303.70,312.70,1989,22.40,166,111,0,No Failure
5577,M_L_27,2024-01-06 00:00:00+00,L,298.20,308.20,1478,50.10,166,112,0,No Failure
5578,M_L_27,2024-01-06 01:00:00+00,L,301.00,310.90,1828,25.10,166,113,0,No Failure
5579,M_L_27,2024-01-06 02:00:00+00,L,298.40,309.30,1409,43.10,166,114,0,No Failure
5580,M_L_27,2024-01-06 03:00:00+00,L,301.70,311.20,1418,38.00,166,115,0,No Failure
5581,M_L_27,2024-01-06 04:00:00+00,L,302.70,312.20,1447,47.50,166,116,0,No Failure
5582,M_L_27,2024-01-06 05:00:00+00,L,299.80,310.20,1911,23.50,166,117,0,No Failure
5583,M_L_27,2024-01-06 06:00:00+00,L,297.50,308.80,1587,34.90,166,118,0,No Failure
5584,M_L_27,2024-01-06 07:00:00+00,L,301.50,310.80,1413,44.60,166,119,0,No Failure
5585,M_L_27,2024-01-06 08:00:00+00,L,301.20,310.70,1644,31.60,166,120,0,No Failure
5586,M_L_27,2024-01-06 09:00:00+00,L,297.10,307.90,1456,50.00,166,121,0,No Failure
5587,M_L_27,2024-01-06 10:00:00+00,L,298.30,308.80,1454,49.00,166,122,0,No Failure
5588,M_L_27,2024-01-06 11:00:00+00,L,296.50,307.30,1579,34.50,166,123,0,No Failure
5589,M_L_27,2024-01-06 12:00:00+00,L,302.00,310.40,1448,43.40,167,124,0,No Failure
5590,M_L_27,2024-01-06 13:00:00+00,L,299.60,309.20,1713,26.50,167,125,0,No Failure
5591,M_L_27,2024-01-06 14:00:00+00,L,297.10,308.40,1550,37.00,167,126,0,No Failure
5592,M_L_27,2024-01-06 15:00:00+00,L,301.60,310.40,1517,41.10,167,127,0,No Failure
5593,M_L_27,2024-01-06 16:00:00+00,L,295.50,306.00,1456,39.20,167,128,0,No Failure
5594,M_L_27,2024-01-06 17:00:00+00,L,297.40,308.80,1473,46.20,167,129,0,No Failure
5595,M_L_27,2024-01-06 18:00:00+00,L,299.80,310.00,1361,53.80,167,130,0,No Failure
5596,M_L_27,2024-01-06 19:00:00+00,L,301.10,309.80,1519,39.60,167,131,0,No Failure
5597,M_L_27,2024-01-06 20:00:00+00,L,299.90,311.30,1371,52.30,167,132,0,No Failure
5598,M_L_27,2024-01-06 21:00:00+00,L,297.20,307.90,1309,49.60,167,133,0,No Failure
5599,M_L_27,2024-01-06 22:00:00+00,L,302.30,312.00,1746,28.10,167,134,0,No Failure
5600,M_L_27,2024-01-06 23:00:00+00,L,302.50,311.20,1227,60.10,167,135,0,No Failure
5601,M_L_27,2024-01-07 00:00:00+00,L,300.20,311.70,1493,48.30,167,136,0,No Failure
5602,M_L_27,2024-01-07 01:00:00+00,L,296.10,307.10,1651,35.70,167,137,0,No Failure
5603,M_L_27,2024-01-07 02:00:00+00,L,299.90,309.50,1772,23.50,167,138,0,No Failure
5604,M_L_27,2024-01-07 03:00:00+00,L,299.30,310.40,1725,26.80,167,139,0,No Failure
5605,M_L_27,2024-01-07 04:00:00+00,L,298.80,309.10,1393,52.60,167,140,0,No Failure
5606,M_L_27,2024-01-07 05:00:00+00,L,297.90,308.60,1468,36.00,168,141,0,No Failure
5607,M_L_27,2024-01-07 06:00:00+00,L,298.60,308.20,1390,51.40,168,142,0,No Failure
5608,M_L_27,2024-01-07 07:00:00+00,L,300.50,311.60,1575,32.50,168,143,0,No Failure
5609,M_L_27,2024-01-07 08:00:00+00,L,298.30,308.50,1539,36.10,168,144,0,No Failure
5610,M_L_27,2024-01-07 09:00:00+00,L,301.10,311.10,1450,43.30,168,145,0,No Failure
5611,M_L_27,2024-01-07 10:00:00+00,L,299.00,310.00,1509,38.00,168,146,0,No Failure
5612,M_L_27,2024-01-07 11:00:00+00,L,302.20,311.50,1567,33.10,168,147,0,No Failure
5613,M_L_27,2024-01-07 12:00:00+00,L,300.40,311.80,1320,57.90,168,148,0,No Failure
5614,M_L_27,2024-01-07 13:00:00+00,L,300.10,309.60,1649,33.60,168,149,0,No Failure
5615,M_L_27,2024-01-07 14:00:00+00,L,300.00,309.30,1558,29.70,168,150,0,No Failure
5616,M_L_27,2024-01-07 15:00:00+00,L,297.00,307.80,1414,47.50,168,151,0,No Failure
5617,M_L_27,2024-01-07 16:00:00+00,L,301.40,310.80,1490,38.00,168,152,0,No Failure
5618,M_L_27,2024-01-07 17:00:00+00,L,296.60,307.40,1631,35.00,168,153,0,No Failure
5619,M_L_27,2024-01-07 18:00:00+00,L,298.20,308.30,2057,18.00,168,154,0,No Failure
5620,M_L_27,2024-01-07 19:00:00+00,L,299.70,309.20,1620,30.00,168,155,0,No Failure
5621,M_L_27,2024-01-07 20:00:00+00,L,297.00,307.90,1350,47.70,168,156,0,No Failure
5622,M_L_27,2024-01-07 21:00:00+00,L,302.40,310.20,1351,45.10,168,157,1,Heat Dissipation Failure
5623,M_L_27,2024-01-07 22:00:00+00,L,299.60,309.50,1453,41.40,168,158,0,No Failure
5624,M_L_27,2024-01-07 23:00:00+00,L,298.30,308.80,1767,27.30,168,159,0,No Failure
5625,M_L_27,2024-01-08 00:00:00+00,L,302.50,310.30,1551,37.30,168,160,0,No Failure
5626,M_L_27,2024-01-08 01:00:00+00,L,298.40,309.20,1335,53.50,168,161,0,No Failure
5627,M_L_27,2024-01-08 02:00:00+00,L,300.90,311.30,1449,40.20,168,162,0,No Failure
5628,M_L_27,2024-01-08 03:00:00+00,L,299.40,308.90,1451,40.50,168,163,0,No Failure
5629,M_L_27,2024-01-08 04:00:00+00,L,301.00,310.90,1822,21.60,168,164,0,No Failure
5630,M_L_27,2024-01-08 05:00:00+00,L,303.50,312.50,1457,46.40,168,165,0,No Failure
5631,M_L_27,2024-01-08 06:00:00+00,L,299.00,310.40,1452,46.20,168,166,0,No Failure
5632,M_L_27,2024-01-08 07:00:00+00,L,303.70,312.70,1468,43.30,168,167,0,No Failure
5633,M_L_27,2024-01-08 08:00:00+00,L,302.40,311.10,1484,45.90,169,168,0,No Failure
5634,M_L_27,2024-01-08 09:00:00+00,L,302.60,311.50,1442,59.80,169,169,1,Power Failure
5635,M_L_27,2024-01-08 10:00:00+00,L,297.10,308.00,1467,42.80,169,170,0,No Failure
5636,M_L_28,2024-01-01 08:00:00+00,L,300.30,309.20,1807,26.40,169,0,0,No Failure
5637,M_L_28,2024-01-01 09:00:00+00,L,301.20,309.90,1984,19.70,169,1,0,No Failure
5638,M_L_28,2024-01-01 10:00:00+00,L,297.60,308.60,1415,47.30,169,2,0,No Failure
5639,M_L_28,2024-01-01 11:00:00+00,L,302.10,310.10,1447,46.60,169,3,0,No Failure
5640,M_L_28,2024-01-01 12:00:00+00,L,302.10,310.50,1389,49.60,169,4,0,No Failure
5641,M_L_28,2024-01-01 13:00:00+00,L,299.90,309.50,1779,26.10,169,5,0,No Failure
5642,M_L_28,2024-01-01 14:00:00+00,L,299.40,310.50,1514,36.10,169,6,0,No Failure
5643,M_L_28,2024-01-01 15:00:00+00,L,297.30,307.80,1385,44.40,169,7,0,No Failure
5644,M_L_28,2024-01-01 16:00:00+00,L,295.50,306.00,1546,35.90,169,8,0,No Failure
5645,M_L_28,2024-01-01 17:00:00+00,L,302.20,311.20,1630,36.00,169,9,0,No Failure
5646,M_L_28,2024-01-01 18:00:00+00,L,298.90,309.50,1645,31.10,169,10,0,No Failure
5647,M_L_28,2024-01-01 19:00:00+00,L,297.10,308.30,1773,23.80,169,11,0,No Failure
5648,M_L_28,2024-01-01 20:00:00+00,L,301.40,310.30,2203,16.60,169,12,0,No Failure
5649,M_L_28,2024-01-01 21:00:00+00,L,302.40,312.00,1621,32.50,169,13,0,No Failure
5650,M_L_28,2024-01-01 22:00:00+00,L,298.10,307.70,1537,40.80,169,14,0,No Failure
5651,M_L_28,2024-01-01 23:00:00+00,L,298.00,307.60,1694,29.10,169,15,0,No Failure
5652,M_L_28,2024-01-02 00:00:00+00,L,300.40,311.20,1530,32.00,169,16,0,No Failure
5653,M_L_28,2024-01-02 01:00:00+00,L,301.70,310.50,1354,50.00,169,17,0,No Failure
5654,M_L_28,2024-01-02 02:00:00+00,L,300.80,312.10,1512,37.10,169,18,0,No Failure
5655,M_L_28,2024-01-02 03:00:00+00,L,301.10,310.80,1274,55.70,169,19,0,No Failure
5656,M_L_28,2024-01-02 04:00:00+00,L,298.80,309.70,1609,40.40,169,20,0,No Failure
5657,M_L_28,2024-01-02 05:00:00+00,L,297.00,307.90,1595,31.70,170,21,0,No Failure
5658,M_L_28,2024-01-02 06:00:00+00,L,302.70,312.30,1346,61.20,170,22,0,Random Failures
5659,M_L_28,2024-01-02 07:00:00+00,L,301.10,311.10,1711,29.10,170,23,0,No Failure
5660,M_L_28,2024-01-02 08:00:00+00,L,301.10,311.10,1889,23.80,170,24,0,No Failure
5661,M_L_28,2024-01-02 09:00:00+00,L,301.40,310.70,1706,27.90,170,25,0,No Failure
5662,M_L_28,2024-01-02 10:00:00+00,L,302.20,310.40,1743,28.10,170,26,0,No Failure
5663,M_L_28,2024-01-02 11:00:00+00,L,298.30,308.90,1708,27.30,170,27,0,No Failure
5664,M_L_28,2024-01-02 12:00:00+00,L,297.70,309.20,1365,58.60,170,28,0,No Failure
5665,M_L_28,2024-01-02 13:00:00+00,L,300.70,310.10,1721,32.30,170,29,0,No Failure
5666,M_L_28,2024-01-02 14:00:00+00,L,303.80,312.60,1793,28.10,170,30,0,No Failure
5667,M_L_28,2024-01-02 15:00:00+00,L,303.50,312.50,1418,42.20,170,31,0,No Failure
5668,M_L_28,2024-01-02 16:00:00+00,L,302.50,310.30,1549,40.90,170,32,0,No Failure
5669,M_L_28,2024-01-02 17:00:00+00,L,299.70,309.60,1419,45.10,170,33,0,No Failure
5670,M_L_28,2024-01-02 18:00:00+00,L,302.30,310.20,1548,35.30,170,34,0,No Failure
